"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-07-22"
"Position","Track Name","Artist","Streams","URL","2018-07-22"
"1","In My Feelings","Drake","8482002","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-07-22"
"2","I Like It","Cardi B","3482549","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-07-22"
"3","Girls Like You (feat. Cardi B)","Maroon 5","3375786","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-07-22"
"4","Lucid Dreams","Juice WRLD","3236925","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-07-22"
"5","SAD!","XXXTENTACION","3179944","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-07-22"
"6","God is a woman","Ariana Grande","3171888","https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ","2018-07-22"
"7","Taste (feat. Offset)","Tyga","3037816","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-07-22"
"8","One Kiss (with Dua Lipa)","Calvin Harris","3031155","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-07-22"
"9","Solo (feat. Demi Lovato)","Clean Bandit","2987890","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-07-22"
"10","Better Now","Post Malone","2864695","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-07-22"
"11","Don’t Matter To Me (with Michael Jackson)","Drake","2733102","https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0","2018-07-22"
"12","Rise","Jonas Blue","2605680","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-07-22"
"13","Jackie Chan","Tiësto","2591345","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-07-22"
"14","Youngblood","5 Seconds of Summer","2532104","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-07-22"
"15","Te Boté - Remix","Nio Garcia","2286991","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-07-22"
"16","Nonstop","Drake","2248832","https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct","2018-07-22"
"17","Moonlight","XXXTENTACION","2212289","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-07-22"
"18","God's Plan","Drake","2134292","https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn","2018-07-22"
"19","Nice For What","Drake","2018796","https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw","2018-07-22"
"20","Ocean (feat. Khalid)","Martin Garrix","1997463","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-07-22"
"21","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","1888284","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","2018-07-22"
"22","Sin Pijama","Becky G","1882427","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-07-22"
"23","no tears left to cry","Ariana Grande","1834856","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-07-22"
"24","Eastside (with Halsey & Khalid)","benny blanco","1736854","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-07-22"
"25","2002","Anne-Marie","1713431","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-07-22"
"26","Body","Loud Luxury","1704947","https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r","2018-07-22"
"27","changes","XXXTENTACION","1661911","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-07-22"
"28","Born To Be Yours","Kygo","1633205","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","2018-07-22"
"29","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","1624150","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-07-22"
"30","Jocelyn Flores","XXXTENTACION","1621052","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-07-22"
"31","Summertime Magic","Childish Gambino","1575872","https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF","2018-07-22"
"32","Nevermind","Dennis Lloyd","1551220","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-07-22"
"33","Psycho (feat. Ty Dolla $ign)","Post Malone","1534008","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-07-22"
"34","X","Nicky Jam","1529793","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-07-22"
"35","rockstar (feat. 21 Savage)","Post Malone","1480224","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-07-22"
"36","No Es Justo","J Balvin","1456861","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-07-22"
"37","X - Remix","Nicky Jam","1453050","https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw","2018-07-22"
"38","Vaina Loca","Ozuna","1419825","https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ","2018-07-22"
"39","Bed (feat. Ariana Grande)","Nicki Minaj","1416985","https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS","2018-07-22"
"40","In My Mind","Dynoro","1389245","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-07-22"
"41","FRIENDS","Marshmello","1374641","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-07-22"
"42","La Cintura","Alvaro Soler","1363377","https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H","2018-07-22"
